tag_id,tag_name,tag_description
2573,Group (4+) Footjob,The game contains at least one scene that features a group footjob (by at least 4 characters).\n\nThis is a sexual act in which four or more women rub their feets against a man's penis.\n\n[url=https://s.vndb.org/sf/57/88357.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/58/88358.jpg]NSFW Example 2[/url]
2574,Programmer Heroine,"One or more heroines of this VN is a [url=https://en.wikipedia.org/wiki/Programmer]programmer[/url].\n\nComputer programming is the process of designing, writing, testing, debugging / troubleshooting, and maintaining the source code of computer programs.\n\nThis source code is written in a programming language. The purpose of programming is to create a program that exhibits a certain desired behavior. The process of writing source code often requires expertise in many different subjects, including knowledge of the application domain, specialized algorithms and formal logic."
2575,Arabic Heroine,At least one of the heroines in the game are [url=https://en.wikipedia.org/wiki/Arabs]Arabic[/url].
2577,Hate Sex (Consensual),"One of the people engaging in the sexual act hates the other, and does not hide it. Angry eyes and verbal abuse is common.\n\nNote: Despite their personal feelings, the sex is completely consensual throughout. If it isn't then use one of the many rape related tags instead of this one."
2579,Concentration (Game),"This VN features some variation of [url=https://en.wikipedia.org/wiki/Concentration_(game)]Concentration[/url], also known as Match Match, Memory, Pelmanism, Shinkei-suijaku, Pexeso or simply Pairs. a card game in which all of the cards are laid face down on a surface and two cards are flipped face up over each turn. The object of the game is to turn over pairs of matching cards."
2582,Tile Matching,"A sub-genre of the puzzle genre. The genre is defined as any game where the goal is to remove objects by matching them other objects with the same size, shape or color \n\nExamples out side of VNDB: Tetris and Bejeweled\nExamples on VNDB: v19972"
2584,Autocunnilingus,"This visual novel features at least one scene where a character is performing cunnilingus on herself, a sexual practice called [url=https://en.wikipedia.org/wiki/Autocunnilingus]autocunnilingus[/url].\n\nFor a character practicing a blowjob on himself use [url=https://vndb.org/g1911]autofellatio[/url] instead.\n\n[url=https://s.vndb.org/sf/50/102050.jpg]NSFW Example[/url]"
2587,Photographer Heroine,One of the heroines in this game is a photographer.
2589,Threesome,This visual novel features at least one sex scene that involves three characters having sex with each other at the same time.
2590,Beauty Pageant,"The plot involves a beauty pageant, or some kind of beauty competition event. This can involve male or female contestants."
2591,Armbinder,"This VN contains at least one scene involving sexual activities practiced while one of the characters is wearing an [url=https://en.wikipedia.org/wiki/Armbinder]armbinder[/url].\n\nAn armbinder is a type of restraint devices primarily used in bondage play (rather than law enforcement, medicine, or psychiatry), designed to bind the arms and/or hands to each other or to the body, usually behind the back, and employing a range of bondage equipment including cuffs, rods, straps, and gloves.\n\nOften referred to as a single glove or single sleeve, the monoglove is the most prominent example of a class of restaints called armbinders that are used in bondage.\n\n[url=https://s.vndb.org/sf/38/102738.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/39/102739.jpg]NSFW Example 2[/url]\n[url=https://s.vndb.org/sf/40/102740.jpg]NSFW Example 3[/url]"
2594,Heroine with Crotchless Clothing,"This game has considerable amount of scenes where one can see characters wearing crotchless or open cup clothing or lingerie, commonly worn during sex scenes to be more sexy or lewd. \n\nThis tag is generic and not specific to a particular kind of crotchless or open cup clothing so every crotchless or open cup clothing counts. \n\nIMPORTANT: This tag applies only for manufactured crotchless and open cup clothing and lingerie so torn clothing or lingerie does not count.\n\nExample to be found in VNs are:\n\n - Crotchless clothings:\n --- [url=https://vndb.org/i2060]Crotchless Leggings[/url], [url=https://vndb.org/i1973]Crotchless Panties[/url], [url=https://vndb.org/i2061]Crotchless Pantyhose[/url]\n\n - Open cup clothings:\n --- [url=https://vndb.org/i1981]Open Cup Corset[/url], [url=https://vndb.org/i2327]Open Cup Baby-doll[/url], [url=https://vndb.org/i1971]Open Cup Bra[/url]\n\n - Can be both crotchless or open cup clothings:\n --- [url=https://vndb.org/i1986]Crotchless Bodystocking[/url], [url=https://vndb.org/i2101]Crotchless Catsuit[/url], [url=https://vndb.org/i2045]Crotchless Leotard[/url], [url=https://vndb.org/i2279]Crotchless Micro Bikini[/url], [url=https://vndb.org/i2344]Crotchless Teddy[/url]\n\nExamples can be found on these traits' pages."
2595,Breast Press,"This VN contains at least one scene involving sexual activities practiced while one of the characters has is breast squeezed with a sexual device called ""breast press"".\n\nBreast presses are a type of restraint devices primarily used in breast bondage play and commonly they are made of wood or metal.\n\n[url=https://s.vndb.org/sf/88/102988.jpg]NSFW Wooden Breast Press 1[/url]\n[url=https://s.vndb.org/sf/89/102989.jpg]NSFW Wooden Breast Press 2[/url]\n[url=https://s.vndb.org/sf/90/102990.jpg]NSFW Wooden Breast Press 3[/url]\n[url=https://s.vndb.org/sf/91/102991.jpg]NSFW Improvised Breast Press[/url]"
2597,Tiger Cosplay,"This VN has some of its characters engaging in tiger cosplay wearing a tiger costume or dress.\n\nKey points of tiger cosplay are (not all necessary for tag to apply): tiger ears (headband, hood, hat, etc...), tiger tail, tiger paw gloves, a tiger costume (leotard, stocking, gloves, etc...) resembling tiger skin.\n\nIn case of sexual roleplay use it in conjunction with [url=https://vndb.org/g1455]petplay[/url].\n\nTiger cosplay:\n[url=https://s.vndb.org/sf/04/103004.jpg]Example[/url], [url=https://s.vndb.org/sf/06/103006.jpg]Kagami White Tiger Example[/url] \nTiger cosplay with sexual petplay:\n[url=https://s.vndb.org/sf/05/103005.jpg]NSFW Example[/url]"
2599,Ball-cupping,"This VN contains at least one sexual scenes where a character engages in a non-penetrative sexual act called ball-cupping.\n\nBall-cupping is a sexual practice similar to a handjob except instead of using a hand to stimulate the shaft of the penis, a hand is used to stimulate the scrotum (ballsack) containing the testicles.\n\n[url=https://s.vndb.org/sf/07/103007.jpg]NSFW Example 1[/url]\n[url=https://s.vndb.org/sf/09/103009.jpg]NSFW Example 2[/url]\n[url=https://s.vndb.org/sf/08/103008.jpg]NSFW Example 3[/url]"
2600,Anal Rape,This game features scenes in which one or more characters are [URL=https://vndb.org/g749]anally[/URL] [URL=https://vndb.org/g84]raped[/URL].
2604,Past United States of America,Large parts of this game take place in the [url=http://en.wikipedia.org/wiki/United_States_of_America]United States of America[/url] of the past.
2605,Future United States of America,Large parts of this game take place in a future [url=http://en.wikipedia.org/wiki/United_States_of_America]United States of America[/url].
2609,Gynecologist Chair,"This VN contains at least one scene where a character is involved in sexual activities while being restrained to a gynecologist chair, medical chair or experiment chair.\n\nA gynecologist chair is a piece of equipment used during gynecologic examination and it's composed of leg holders to help the patient  spread their legs. In hentai those chairs are sexual devices primarly used to restrain characters during a bondage sexual scene. \n\nNote: Just use this trait for medical chairs used to accomplish sexual or bondage scene. In case chairs are also an high tech device capable of penetration use it in conjunction with [url=https://vndb.org/g1631]Sex Engine[/url].\n\n[url=https://s.vndb.org/sf/40/103140.jpg]NSFW Example 1[/url], [url=https://s.vndb.org/sf/41/103141.jpg]NSFW Example 2[/url], [url=https://s.vndb.org/sf/42/103142.jpg]NSFW Example 3[/url]\n[url=https://s.vndb.org/sf/43/103143.jpg]NSFW Chair with Sex Engine Example[/url]"
2612,Modern Day British Isles,"The story is set in modern-day [URL=https://en.wikipedia.org/wiki/British_Isles]British Isles[/URL].\n\nThe British Isles are a group of islands off the north-western coast of continental Europe that consist of the islands of Great Britain, Ireland and over six thousand smaller isles. Two sovereign states are located on the islands: Ireland, and the United Kingdom of Great Britain and Northern Ireland.\n\nNote: ""Modern day"" refers to an unspecified time period between the late 20th century and today."
2613,Triplet+ Heroines,"This game has heroines that are [url=https://en.wikipedia.org/wiki/Multiple_birth#Triplets]triplets[/url], quadruplets, quintuplets, sextuplets, etc."
2616,Cousin Support Character,"One or more of the support characters is a [url=https://en.wikipedia.org/wiki/Cousin]cousin[/url] of the protagonist.\n\nA cousin is a relative with whom a person shares one or more common ancestors (other than a parent, child/descendant, sibling, child/descendant of a sibling, or sibling of a parent/ancestor). However in common parlance, ""cousin"" normally specifically means ""first cousin""."
2617,Heroine from a Different World,"At least one or more heroines from this visual novel is from a different world or a different dimension than the world in which the visual novel takes place.\n\nThe idea of this tag is to find all those visual novels that have heroines which don't fit the setting of that particular visual novel. Examples include: \n\n- Heroines who are time traveling from one time to the other;\n- Heroines who traveled from one dimension to the other, independent of the time;\n- Heroines who are coming from outer space and have somehow landed on Earth (space or interplanetary travel);\n- Etc.\n\nNOTE: Sometimes this tag can overlap with tags like [url=https://vndb.org/g509]Alien Heroine[/url] and similar. Use this tag in conjunction with others only when the heroine is confirmed to be from a different setting than that of the VN's own. If, for example, the VN takes place on Mars and the heroines are all aliens then this tag shouldn't be applied because heroines match their setting."
