trait_id,trait_name,trait_alias,description
3022,Latex Garter Belt Stockings,Rubber Garter Belt Stockings,This character wears latex [url=https://vndb.org/i607]garter belt stockings[/url].\n\nLatex garter belt stockings are commonly worn during a [url=https://vndb.org/g718]Female Domination[/url] sexual scene by [url=https://vndb.org/i2556]dominatrix[/url] or during a [url=https://vndb.org/i1876]BDSM[/url] sexual scene.\n\nIn case of stocking used without a garter belt just use: i3014\n\n[url=https://s2.vndb.org/sf/82/125782.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/50/125850.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/54/125854.jpg]NSFW Example 3[/url]
3023,Patterned Garter Belt Stockings,Printed Garter Belt Stockings\nPainted Garter Belt Stockings,"This character wears printed, painted or patterned [url=https://vndb.org/i607]garter belt stockings[/url].\n\nCommon examples are:\n- striped or vertical line garter belt stockings\n- fantasy, carnival or Halloween themed garter belt stockings\n- animal theme garter belt stockings\n- etc...\n\nIn case of stocking used without a garter belt just use: i3015\n\n[url=https://s2.vndb.org/sf/57/125857.jpg]NSFW Example Striped[/url]\n[url=https://s2.vndb.org/sf/56/125856.jpg]NSFW Example Vertical Lines[/url]\n[url=https://s2.vndb.org/sf/58/125858.jpg]NSFW Example Animal Theme[/url]\n[url=https://s2.vndb.org/sf/59/125859.jpg]NSFW Example Christmas Theme[/url]"
3024,Lace Garter Belt Stockings,Lace Band Garter Belt Stockings\nBand Garter Belt Stockings,This character wears [url=https://vndb.org/i607]garter belt stockings[/url] with a visible elastic band or lace band.\n\nIn case of stocking used without a garter belt just use: i3016\n\n[url=https://s2.vndb.org/sf/60/125860.jpg]NSFW Example Lace Band[/url]\n[url=https://s2.vndb.org/sf/52/125852.jpg]NSFW Example Black Band 1[/url]\n[url=https://s2.vndb.org/sf/53/125853.jpg]NSFW Example Black Band 2[/url]\n[url=https://s2.vndb.org/sf/49/125849.jpg]NSFW Example White Band[/url]
3025,Fishnet Thigh-high Stockings,Fishnet Hold-ups\nFishnet Stay-ups\nFishnet Thigh High Stockings,This character wears [url=https://en.wikipedia.org/wiki/Fishnet]fishnet thigh-high stockings[/url].\n\n[url=https://s2.vndb.org/sf/77/125877.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/92/125892.jpg]NSFW Example 2[/url]
3026,Fishnet Garter Belt Stockings,,This character wears [url=https://vndb.org/i1085]fishnet stockings[/url] held up by a [url=https://en.wikipedia.org/wiki/Garter#Garter_belts_.28suspenders.29]Garter Belt[/url].\n\nA garter belt or suspender belt is a woman's undergarment consisting of an elastic piece of cloth worn around the waist to which garters are attached to hold up stockings.\n\n[url=https://s2.vndb.org/sf/73/125873.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/81/125881.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/80/125880.jpg]NSFW Example 3[/url]
3027,Fishnet Pantyhose,Fishnet Tights,"This character wears fishnet [url=https://vndb.org/i184]pantyhose[/url].\n\nFishnet pantyhose are close-fitting legwear, covering the body from the waist to the feet.\n\n[url=https://s2.vndb.org/sf/82/125882.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/78/125878.jpg]NSFW Example 2[/url]"
3028,Fishnet Bodystocking,Fishnet Body Stocking,"This character wears a fishnet [url=https://vndb.org/i1097]bodystocking[/url].\n\nA fishnet bodystocking is a one-piece article of lingerie that covers the torso, and sometimes legs and arms of the wearer.\n\n[url=https://s2.vndb.org/sf/76/125876.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/98/125898.jpg]NSFW Example 2[/url]"
3030,Crotchless Fishnet Pantyhose,Crotchless Fishnet Tight,"This character wears crotchless [url=https://vndb.org/i3027]fishnet pantyhose[/url].\n\nCrotchless fishnet pantyhose are close-fitting legwear, covering the body from the waist to the feet but leaving the crotch area open.\n\n[url=https://s2.vndb.org/sf/29/125929.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/32/125932.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/34/125934.jpg]NSFW Example 3[/url]"
3031,Crotchless Fishnet Bodystocking,Open Cup Fishnet Bodystocking\nCrotchless Fishnet Body Stocking\nOpen Cup Fishnet Body Stocking,"This character wears a crotchless and/or open cup [url=https://vndb.org/i3028]fishnet bodystocking[/url].\n\nAn open cup crotchless fishnet bodystocking is a one-piece article of lingerie that covers the torso, and sometimes legs and arms of the wearer. It is a fishnet bodystocking but it looks kinkier than traditional bodystocking and more functional to the purpose of having sex.\n\n[url=https://s2.vndb.org/sf/30/125930.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/33/125933.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/31/125931.jpg]NSFW Example 3[/url]"
3033,Latex Long Gloves,Latex Opera Gloves\nLatex Evening Gloves,This character wears latex long [url=https://vndb.org/i169]gloves[/url].\n\nLatex long gloves are usually used by [url=https://vndb.org/i2556]dominatrix[/url] or by characters during a [url=https://vndb.org/i1876]BDSM[/url] scene.\n\nNOTE: in case of medical gloves or rubber gloves just use i1825.\n\n[url=https://s2.vndb.org/sf/24/126024.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/25/126025.jpg]Example 2[/url]
3034,Unlucky,,This character is notably unlucky and misfortune seems to follow them.
3035,Sleeveless Sweater,Sweater Vest\nSlipover,This character wears a sleveless [url=https://en.wikipedia.org/wiki/Sweater]sweater[/url].\n\nA sleeveless sweater is a knit garment intended to cover the torso without covering arms.\n\nNote: in case of sleeveless undershirt just use: i541\nIn case of sleeveless formal garment just use: i163\n\n[url=https://s2.vndb.org/sf/26/126026.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/28/126028.jpg]Example 2[/url]\n[url=https://s2.vndb.org/sf/27/126027.jpg]Example 3[/url]
3036,Latex Fingerless Long Gloves,Latex Fingerless Opera Gloves\nLatex Fingerless Evening Gloves,This character wears fingerless [url=https://vndb.org/i3033]latex long gloves[/url].\n\nLatex fingerless long gloves are usually used by [url=https://vndb.org/i2556]dominatrix[/url] or by characters during a [url=https://vndb.org/i1876]BDSM[/url] scene.\n\nNOTE: in case of medical gloves or rubber gloves just use i1825.\n\n[url=https://s2.vndb.org/sf/05/126205.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/06/126206.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/07/126207.jpg]NSFW Example 3[/url]
3039,Slingshot Micro Bikini,Sling Micro Bikini\nSling Shot Micro Bikini,A sling shot micro bikini is an extremely skimpy sling bikini. The designs typically use only enough fabric to cover the genitals. Any additional straps are merely to keep the garment attached to the wearer's body.\n\n[url=https://s2.vndb.org/sf/15/126615.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/14/126614.jpg]Example 2[/url]\n[url=https://s2.vndb.org/sf/17/126617.jpg]Example 3[/url]
3040,Blowbang (One Mouth Multiple Penises),,This character performs a blowbang (i.e. performs oral sex) while sticking two or more penises in his mouth at the same time. \n\n[url=https://s2.vndb.org/sf/18/126618.jpg]NSFW Example 1[/url]\n[url=https://s2.vndb.org/sf/19/126619.jpg]NSFW Example 2[/url]\n[url=https://s2.vndb.org/sf/20/126620.jpg]NSFW Example 3[/url]
3041,Sleeveless Turtleneck Sweater,Sleeveless Polo Neck Sweater\nSleeveless Roll-neck Sweater\nSleeveless Skivvy Sweater\nTurtleneck Sweater Vest,"This character wears a sleeveless [url=https://en.wikipedia.org/wiki/Polo_neck]turtleneck sweater[/url].\n\nA sleeveless turtleneck sweater is a garment with a close-fitting, round, and high collar that folds over and covers the neck without covering arms.\n\n[url=https://s2.vndb.org/sf/21/126621.jpg]Example[/url]"
3042,Romper Suit,Playsuit\nRomper,"This character wears a [url=https://en.wikipedia.org/wiki/Romper_suit]romper suit[/url].\n\nA romper suit, or just romper, is a one-piece combination of shorts and a shirt. It is also known as a playsuit.\n\n[url=https://s2.vndb.org/sf/23/126623.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/22/126622.jpg]Example 2[/url]"
3043,Sleeveless Romper Suit,Sleeveless Playsuit\nSleeveless Romper,"This character wears a sleeveless [url=https://en.wikipedia.org/wiki/Romper_suit]romper suit[/url].\n\nA sleeveless romper suit, or just sleeveless romper, is a one-piece combination of shorts and a sleeveless shirt.\n\n[url=https://s2.vndb.org/sf/24/126624.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/25/126625.jpg]Example 2[/url]\n[url=https://vndb.org/c31901]Example 3[/url]"
3044,Sleeveless Leotard,Sleeveless Bodysuit,This character wears a sleeveless [url=https://en.wikipedia.org/wiki/Leotard]leotard[/url].\n\nA sleeveless leotard has no sleeves.\nIn case shoulder straps are missing too just use: [url=https://vndb.org/i1101]Strapless Leotard[/url].\n\n[url=https://vndb.org/c38698]Example 1[/url]\n[url=https://s2.vndb.org/sf/28/126628.jpg]Example 2[/url]\n[url=https://s2.vndb.org/sf/29/126629.jpg]Example 3[/url]
3045,Kimono Jacket,Kimono Top\nShort Kimono,This character wears a [url=https://vndb.org/i141]kimono[/url] jacket.\nA kimono jacket is composed of only the upper body part of a kimono and secured at waist by a sash called obi.\nIt's usually paired up with a kimono skirt.\n\n[url=https://s2.vndb.org/sf/32/126632.jpg]Example 1[/url]\n[url=https://vndb.org/c31920]Example 2[/url]\n[url=https://s2.vndb.org/sf/36/126636.jpg]Example 3[/url]
3046,Yukata Jacket,Yukata Top\nShort Yukata,This character wears a [url=https://vndb.org/i954]yukata[/url] jacket.\nA yukata jacket is composed of only the upper body part of a yukata.\nIt's usually paired up with a kimono skirt.\n\n[url=https://s2.vndb.org/sf/35/126635.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/33/126633.jpg]Example 2[/url]\n[url=https://s2.vndb.org/sf/34/126634.jpg]Example 3[/url]
3047,Kimono Mini Skirt,Kimono Pleated Mini Skirt,A kimono skirt is a [url=https://vndb.org/i1457]pleated skirt[/url] usually worn in conjuction with a kimono jacket or yukata jacket. \n\nKimono mini skirts usually come in two form:\n- unicolored pleated skirt\n- pleated skirt that matches the kimono jacket fantasy and colors\n\nKimono mini skirts don't reach past the knee and should not be confused with i171.\n\n[url=https://s2.vndb.org/sf/33/126633.jpg]Example Unicolored 1[/url]\n[url=https://s2.vndb.org/sf/32/126632.jpg]Example Unicolored 2[/url]\n[url=https://s2.vndb.org/sf/35/126635.jpg]Example Matching Colors 1[/url]\n[url=https://s2.vndb.org/sf/34/126634.jpg]Example Matching Colors 2[/url]
3048,Kimono Minidress,Kimono Mini Dress\nKimono Mini-dress,This character wears a [url=https://vndb.org/i141]kimono[/url] minidress.\n\nA kimono minidress is the sexy version of a normal kimono. A kimono minidress doesn't reach past the knee leaving most part of the legs uncovered. A kimono minidress it's secured at waist by a sash called obi.\n\n[url=https://s2.vndb.org/sf/42/126642.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/39/126639.jpg]Example 2[/url]\n[url=https://s2.vndb.org/sf/40/126640.jpg]Example 3[/url]
3049,Yukata Minidress,Yukata Mini-dress\nYukata Mini Dress,This character wears a [url=https://vndb.org/i954]yukata[/url] minidress.\n\nA yukata minidress is the sexy version of a normal yukata. A yukata minidress doesn't reach past the knee leaving most part of the legs uncovered.\n\n[url=https://s2.vndb.org/sf/38/126638.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/37/126637.jpg]Example 2[/url]\n[url=https://s2.vndb.org/sf/41/126641.jpg]Example 3[/url]
3050,Belly Chain Jewellery,Belly Chain,"This character wears one or more jewellery chains around the belly area. \n\nDo not use this trait for chain belts, just use: [url=https://vndb.org/i449]belt[/url] or [url=https://vndb.org/i1373]decorative belt[/url].\n\n[url=https://s2.vndb.org/sf/46/126646.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/47/126647.jpg]Example 2[/url]\n[url=https://s2.vndb.org/sf/48/126648.jpg]NSFW Example 3[/url]"
3051,Naked Nipples,Partially Naked Nipples,This character's nipples are partially covered or not covered at all by clothes.\n\nDo not use this trait related to sex scenes where a character's nipples are shown. Use it on occasions where characters show naked nipples or partially naked nipples in their normal everyday clothes. In case of nipples visible trough transparent clothes just use: [url=https://vndb.org/i1726]Visible Nipples[/url]. \n\n[url=https://vndb.org/c32343]NSFW Example 1[/url]\n[url=https://vndb.org/c32090]NSFW Example 2[/url]\n[url=https://vndb.org/c37025]NSFW Example 3[/url]
3052,Sabaton,Solleret\nArmored Boots,A [url=https://en.wikipedia.org/wiki/Sabaton]sabaton[/url] or solleret is part of a knight's body armour that covers the foot.
3054,Obsessive,Fixated,"The character has an obsession with something, or has a tendency to form obsessions.\n\nAn obsession is an intense or passionate fixation on a specific subject. While obsessiveness tends to have associations with unhealthy or abnormal fixations, it doesn't necessarily bely unhealthiness."
3055,Furisode Jacket,Furisode Top\nShort Furisode,This character wears a [url=https://vndb.org/i1237]furisode[/url] jacket.\nA furisode jacket is composed of only the upper body part of a furisode.\nIt's usually paired up with a [url=https://vndb.org/i3047]kimono skirt[/url].\n\n[url=https://s2.vndb.org/sf/62/126862.jpg]Example 1[/url]\n[url=https://s2.vndb.org/sf/63/126863.jpg]Example 2[/url]\n[url=https://vndb.org/c5202]Example 3[/url]
